subject,predicate,object,birthPlace,,,object,2024-04-13,
Andrew_James_Wray_Geddes ,award ,Distinguished_Service_Order ,Belgaum ,,,,,
Andrew_James_Wray_Geddes ,award ,Legionnaire_Of_Legion_Of_Merit_Q17231624_generic_instance ,Belgaum ,,,,,
Andrew_James_Wray_Geddes ,age ,127,Belgaum ,,,1896-07-31,,127
Andrew_James_Wray_Geddes ,gender ,Male_gender ,Belgaum ,,,,,
Andrew_Leo_Bettwy ,alumniOf ,James_E_u002E__Rogers_College_of_Law ,Nogales_u002C__Arizona ,,,,,
Andrew_Leo_Bettwy ,award ,Purple_Heart ,Nogales_u002C__Arizona ,,,,,
Andrew_Leo_Bettwy ,age ,103,Nogales_u002C__Arizona ,,,1920-05-31,,103
Andrew_Leo_Bettwy ,gender ,Male_gender ,Nogales_u002C__Arizona ,,,,,
Andrew_Leo_Bettwy ,memberOf ,Republican_Party__u0028_United_States_u0029_ ,Nogales_u002C__Arizona ,,,,,
Andrew_Leo_Bettwy ,nationality ,United_States ,Nogales_u002C__Arizona ,,,,,
Andrzej_Kościelecki ,age ,569,Kościelec_u002C__Kuyavian-Pomeranian_Voivodeship ,,,1455-01-01,,569
Andrzej_Kościelecki ,gender ,Male_gender ,Kościelec_u002C__Kuyavian-Pomeranian_Voivodeship ,,,,,
Francis_Carnwath ,award ,Commander_Of_The_Order_Of_The_British_Empire_Q12201477_generic_instance ,London ,,,,,
Francis_Carnwath ,age ,83,London ,,,1940-05-26,,83
Francis_Carnwath ,gender ,Male_gender ,London ,,,,,
Francis_Carnwath ,knowsLanguage ,English_language_generic_instance ,London ,,,,,
Herro_Mustafa ,alumniOf ,Princeton_University ,Erbil ,,,,,
Herro_Mustafa ,alumniOf ,Georgetown_University ,Erbil ,,,,,
Herro_Mustafa ,alumniOf ,Walsh_School_of_Foreign_Service ,Erbil ,,,,,
Herro_Mustafa ,alumniOf ,Princeton_School_of_Public_and_International_Affairs ,Erbil ,,,,,
Herro_Mustafa ,alumniOf ,Minot_High_School ,Erbil ,,,,,
Herro_Mustafa ,age ,51,Erbil ,,,1973-01-01,,51
Herro_Mustafa ,gender ,Female__u0028_gender_u0029_ ,Erbil ,,,,,
Herro_Mustafa ,knowsLanguage ,Arabic_generic_instance ,Erbil ,,,,,
Herro_Mustafa ,knowsLanguage ,English_language_generic_instance ,Erbil ,,,,,
Herro_Mustafa ,knowsLanguage ,Greek_language_generic_instance ,Erbil ,,,,,
Herro_Mustafa ,knowsLanguage ,Hindi_generic_instance ,Erbil ,,,,,
Herro_Mustafa ,knowsLanguage ,Russian_language_generic_instance ,Erbil ,,,,,
Herro_Mustafa ,knowsLanguage ,Spanish_language_generic_instance ,Erbil ,,,,,
Herro_Mustafa ,knowsLanguage ,Turkish_language_generic_instance ,Erbil ,,,,,
Herro_Mustafa ,knowsLanguage ,Persian_language_generic_instance ,Erbil ,,,,,
Alexander_Kotenkov ,memberOf ,Communist_Party_of_the_Soviet_Union ,Leningradsky_District_u002C__Krasnodar_Krai ,,,,,
Alexander_Kotenkov ,nationality ,Russia ,Leningradsky_District_u002C__Krasnodar_Krai ,,,,,
Alex_Tai ,age ,57,Germany ,,,1966-10-22,,57
Alex_Tai ,knowsLanguage ,German_language_generic_instance ,Germany ,,,,,
Alexander_Astor ,award ,Officer_Of_The_Order_Of_The_British_Empire_Q10762848_generic_instance ,Helsinki ,,,,,
Alexander_Astor ,age ,123,Helsinki ,,,1900-08-11,,123
Alexander_Astor ,gender ,Male_gender ,Helsinki ,,,,,
Alexander_Astor ,nationality ,Finland ,Helsinki ,,,,,
Alexander_Crichton_of_Brunstane ,gender ,Male_gender ,East_Lothian ,,,,,
Alexander_Drummond__u0028_consul_u0029_ ,age ,323,Edinburgh ,,,1701-01-01,,323
Alexander_Drummond__u0028_consul_u0029_ ,gender ,Male_gender ,Edinburgh ,,,,,
Alexander_Drummond__u0028_consul_u0029_ ,knowsLanguage ,English_language_generic_instance ,Edinburgh ,,,,,
Alexander_Gläser ,award ,German_Cross_In_Gold_Q17412908_generic_instance ,Büdingen ,,,,,
Alexander_Gläser ,award ,Knight_U0027_S_Cross_Of_The_Iron_Cross_With_Oak_Leaves_Q3003469_generic_instance ,Büdingen ,,,,,
Alexander_Gläser ,age ,110,Büdingen ,,,1914-01-04,,110
Alexander_Gläser ,gender ,Male_gender ,Büdingen ,,,,,
Alexander_Gläser ,knowsLanguage ,German_language_generic_instance ,Büdingen ,,,,,
Alexander_Gläser ,nationality ,Germany ,Büdingen ,,,,,
Alexander_M_u002E__Beatty ,award ,Medal_of_Honor_generic_instance ,Ryegate_u002C__Vermont ,,,,,
Alexander_M_u002E__Beatty ,age ,195,Ryegate_u002C__Vermont ,,,1828-07-29,,195
Alexander_M_u002E__Beatty ,gender ,Male_gender ,Ryegate_u002C__Vermont ,,,,,
Alexander_M_u002E__Beatty ,nationality ,United_States ,Ryegate_u002C__Vermont ,,,,,
Alexander_Montagu_u002C__10th_Duke_of_Manchester ,alumniOf ,Britannia_Royal_Naval_College ,Tandragee_Castle ,,,,,
Alexander_Montagu_u002C__10th_Duke_of_Manchester ,award ,Officer_Of_The_Order_Of_The_British_Empire_Q10762848_generic_instance ,Tandragee_Castle ,,,,,
Alexander_Montagu_u002C__10th_Duke_of_Manchester ,age ,121,Tandragee_Castle ,,,1902-10-02,,121
Alexander_Montagu_u002C__10th_Duke_of_Manchester ,gender ,Male_gender ,Tandragee_Castle ,,,,,
Alexander_Peters ,award ,Medal_of_Honor_generic_instance ,Russia ,,,,,
Alexander_Peters ,age ,154,Russia ,,,1869-11-16,,154
Alexander_Peters ,gender ,Male_gender ,Russia ,,,,,
Alexander_Picton_Brereton ,award ,Victoria_Cross_generic_instance ,Oak_River ,,,,,
Alexander_Picton_Brereton ,age ,131,Oak_River ,,,1892-11-13,,131
Alexander_Picton_Brereton ,gender ,Male_gender ,Oak_River ,,,,,
Alexander_Picton_Brereton ,nationality ,Canada ,Oak_River ,,,,,
Alexander_Rolls ,alumniOf ,University_of_Göttingen ,Swansea ,,,,,
Alexander_Rolls ,alumniOf ,Harrow_School ,Swansea ,,,,,
Alexander_Rolls ,age ,205,Swansea ,,,1818-07-18,,205
Alexander_Rolls ,gender ,Male_gender ,Swansea ,,,,,
Alexander_Rolls ,knowsLanguage ,English_language_generic_instance ,Swansea ,,,,,
Alexander_Rolls ,nationality ,Wales ,Swansea ,,,,,
Alexander_Stewart_of_Darnley__u0028_died_1404_u0029_ ,age ,656,Scotland ,,,1368-01-01,,656
Alexander_Stewart_of_Darnley__u0028_died_1404_u0029_ ,gender ,Male_gender ,Scotland ,,,,,
Alexander_Walters ,gender ,Male_gender ,Bardstown_u002C__Kentucky ,,,,,
Abdul_Matin__u0028_language_activist_u0029_ ,alumniOf ,Rajshahi_College ,Sirajganj_District ,,,,,
Abdul_Matin__u0028_language_activist_u0029_ ,award ,Ekushey_Padak ,Sirajganj_District ,,,,,
Abdul_Matin__u0028_language_activist_u0029_ ,award ,Independence_Award ,Sirajganj_District ,,,,,
Abdul_Matin__u0028_language_activist_u0029_ ,age ,97,Sirajganj_District ,,,1926-12-03,,97
Abdul_Rahman_Yasin ,age ,64,Bloomington_u002C__Indiana ,,,1960-04-10,,64
Abdul_Rahman_Yasin ,gender ,Male_gender ,Bloomington_u002C__Indiana ,,,,,
Abdul_Rahman_Yasin ,nationality ,United_States ,Bloomington_u002C__Indiana ,,,,,
Abdul_Waheed_Kakar ,alumniOf ,Edwardes_College_Peshawar ,Peshawar ,,,,,
Abdul_Waheed_Kakar ,age ,87,Peshawar ,,,1937-03-20,,87
Abdul_Waheed_Kakar ,gender ,Male_gender ,Peshawar ,,,,,
Abdul_Waheed_Kakar ,nationality ,Pakistan ,Peshawar ,,,,,
Abdullah_Al-Rimi ,age ,50,Taiz ,,,1974-01-01,,50
Abdullah_Al-Rimi ,gender ,Male_gender ,Taiz ,,,,,
Abdullah_Al-Rimi ,nationality ,Yemen ,Taiz ,,,,,
Abdullah_Kamel_Abdullah_Kamel_Al_Kandari ,age ,50,Hawally_u002C__Kuwait ,,,1973-09-17,,50
Abdullah_Kamel_Abdullah_Kamel_Al_Kandari ,gender ,Male_gender ,Hawally_u002C__Kuwait ,,,,,
Abdullahi_Ahmed_Irro ,alumniOf ,Frunze_Military_Academy ,Kismayo ,,,,,
Abdullahi_Ahmed_Irro ,age ,87,Kismayo ,,,1937-01-01,,87
Abdullahi_Ahmed_Irro ,gender ,Male_gender ,Kismayo ,,,,,
Abdullahi_dan_Fodio ,age ,257,Gobir ,,,1767-01-01,,257
Abdullahi_dan_Fodio ,gender ,Male_gender ,Gobir ,,,,,
Abdullahi_dan_Fodio ,nationality ,Nigeria ,Gobir ,,,,,
Abraham_Zelmanowitz ,age ,78,New_York_City ,,,1945-12-30,,78
Abraham_Zelmanowitz ,gender ,Male_gender ,New_York_City ,,,,,
Abraham_Zelmanowitz ,nationality ,United_States ,New_York_City ,,,,,
Abu_Talha_al-Sudani ,gender ,Male_gender ,Sudan ,,,,,
Abu_Talha_al-Sudani ,nationality ,Somalia ,Sudan ,,,,,
Andrew_B_u002E__Hammond ,age ,175,Saint-Léonard_u002C__New_Brunswick ,,,1848-07-22,,175
Andrew_B_u002E__Hammond ,gender ,Male_gender ,Saint-Léonard_u002C__New_Brunswick ,,,,,
Death_of_Abdul_Wali ,alumniOf ,Tolland_High_School ,Afghanistan ,,,,,
Death_of_Abdul_Wali ,age ,49,Afghanistan ,,,1975-01-01,,49
Death_of_Abdul_Wali ,gender ,Male_gender ,Afghanistan ,,,,,
Ada_Watson ,gender ,Female__u0028_gender_u0029_ ,Bexley ,,,,,
Thomas_Fiennes_u002C__8th_Baron_Dacre ,age ,552,Herstmonceux_Castle ,,,1472-01-01,,552
Thomas_Fiennes_u002C__8th_Baron_Dacre ,gender ,Male_gender ,Herstmonceux_Castle ,,,,,
Amasa_Tracy ,award ,Medal_of_Honor_generic_instance ,Dover-Foxcroft_u002C__Maine ,,,,,
Amasa_Tracy ,age ,195,Dover-Foxcroft_u002C__Maine ,,,1829-03-16,,195
Amasa_Tracy ,gender ,Male_gender ,Dover-Foxcroft_u002C__Maine ,,,,,
Amasa_Tracy ,nationality ,United_States ,Dover-Foxcroft_u002C__Maine ,,,,,
Amir_Hossein_Heshmat_Saran ,age ,64,Iran ,,,1960-01-01,,64
Amir_Hossein_Heshmat_Saran ,gender ,Male_gender ,Iran ,,,,,
Amir_Hossein_Heshmat_Saran ,nationality ,Iran ,Iran ,,,,,
Amos_Dean ,age ,221,Barnard_u002C__Vermont ,,,1803-01-16,,221
Amos_Dean ,gender ,Male_gender ,Barnard_u002C__Vermont ,,,,,
Amy_Butler__u0028_camogie_player_u0029_ ,age ,37,Kilkenny ,,,1987-01-01,,37
Amy_Butler__u0028_camogie_player_u0029_ ,gender ,Female__u0028_gender_u0029_ ,Kilkenny ,,,,,
Amy_Butler__u0028_camogie_player_u0029_ ,nationality ,Republic_of_Ireland ,Kilkenny ,,,,,
Amy_Murphy ,gender ,Female__u0028_gender_u0029_ ,Dublin ,,,,,
Amy_Murphy ,nationality ,Republic_of_Ireland ,Dublin ,,,,,
Anatoly_Pavlovich_Demidov_u002C__4th_Prince_of_San_Donato ,age ,149,Villa_San_Donato ,,,1874-11-12,,149
Anatoly_Pavlovich_Demidov_u002C__4th_Prince_of_San_Donato ,gender ,Male_gender ,Villa_San_Donato ,,,,,
Andhra_Ratna ,alumniOf ,University_of_Edinburgh ,Penuganchiprolu ,,,,,
Andhra_Ratna ,age ,134,Penuganchiprolu ,,,1889-06-02,,134
Andhra_Ratna ,gender ,Male_gender ,Penuganchiprolu ,,,,,
Andrew_Auld ,age ,224,Linlithgow ,,,1799-08-08,,224
Andrew_Auld ,gender ,Male_gender ,Linlithgow ,,,,,
Andrew_C_u002E__Weber ,alumniOf ,Cornell_University ,New_York_City ,,,,,
Andrew_C_u002E__Weber ,alumniOf ,Walsh_School_of_Foreign_Service ,New_York_City ,,,,,
Mario_Prestifilippo ,knowsLanguage ,Italian_language_generic_instance ,Palermo ,,,,,
Mario_Prestifilippo ,nationality ,Italy ,Palermo ,,,,,
Maurice_FitzGerald_u002C__3rd_Lord_of_Offaly ,age ,786,Wexford ,,,1238-01-01,,786
Maurice_FitzGerald_u002C__3rd_Lord_of_Offaly ,gender ,Male_gender ,Wexford ,,,,,
Maurice_FitzGerald_u002C__3rd_Lord_of_Offaly ,nationality ,Republic_of_Ireland ,Wexford ,,,,,
Michele_Miranda ,age ,127,San_Giuseppe_Vesuviano ,,,1896-07-06,,127
Michele_Miranda ,gender ,Male_gender ,San_Giuseppe_Vesuviano ,,,,,
Michele_Miranda ,knowsLanguage ,Italian_language_generic_instance ,San_Giuseppe_Vesuviano ,,,,,
Michele_Miranda ,nationality ,Italy ,San_Giuseppe_Vesuviano ,,,,,
Ranjan_Mathai ,alumniOf ,Savitribai_Phule_Pune_University ,Thiruvalla ,,,,,
Ranjan_Mathai ,age ,71,Thiruvalla ,,,1952-05-24,,71
Ranjan_Mathai ,gender ,Male_gender ,Thiruvalla ,,,,,
Ranjan_Mathai ,nationality ,India ,Thiruvalla ,,,,,
Ricciarda_Cybo-Malaspina ,age ,527,Massa_u002C__Tuscany ,,,1497-01-01,,527
Ricciarda_Cybo-Malaspina ,gender ,Female__u0028_gender_u0029_ ,Massa_u002C__Tuscany ,,,,,
Saint_Zoilus ,age ,1774,Córdoba_u002C__Spain ,,,0250-01-01,,1774
Saint_Zoilus ,gender ,Male_gender ,Córdoba_u002C__Spain ,,,,,
James_Bertie_u002C__1st_Earl_of_Abingdon ,age ,370,Grimsthorpe_Castle ,,,1653-06-16,,370
James_Bertie_u002C__1st_Earl_of_Abingdon ,gender ,Male_gender ,Grimsthorpe_Castle ,,,,,
James_Bertie_u002C__1st_Earl_of_Abingdon ,knowsLanguage ,English_language_generic_instance ,Grimsthorpe_Castle ,,,,,
Paolo_Serraino ,age ,82,Cardeto ,,,1942-03-21,,82
Paolo_Serraino ,gender ,Male_gender ,Cardeto ,,,,,
Paolo_Serraino ,knowsLanguage ,Italian_language_generic_instance ,Cardeto ,,,,,
Paolo_Serraino ,nationality ,Italy ,Cardeto ,,,,,
Paolo_Violi ,age ,91,Sinopoli ,,,1933-02-06,,91
Paolo_Violi ,gender ,Male_gender ,Sinopoli ,,,,,
Paolo_Violi ,knowsLanguage ,Italian_language_generic_instance ,Sinopoli ,,,,,
Paolo_Violi ,nationality ,Italy ,Sinopoli ,,,,,
Paul_McGonagle ,gender ,Male_gender ,Quincy_u002C__Massachusetts ,,,,,
Paul_McGonagle ,nationality ,United_States ,Quincy_u002C__Massachusetts ,,,,,
Konstantinos_Mavromichalis ,age ,227,Mani_Peninsula ,,,1797-01-01,,227
Manadel_al-Jamadi ,age ,123,Iraq ,,,1901-01-01,,123
Manadel_al-Jamadi ,gender ,Male_gender ,Iraq ,,,,,
Manadel_al-Jamadi ,nationality ,Iraq ,Iraq ,,,,,
Urgyen_Tsomo ,age ,127,Tsurphu_Monastery ,,,1897-01-01,,127
Urgyen_Tsomo ,gender ,Female__u0028_gender_u0029_ ,Tsurphu_Monastery ,,,,,
Yoshiaki_Kinoshita__u0028_manager_u0029_ ,age ,68,Fukuoka ,,,1956-03-10,,68
Yoshiaki_Kinoshita__u0028_manager_u0029_ ,gender ,Male_gender ,Fukuoka ,,,,,
Yoshiaki_Kinoshita__u0028_manager_u0029_ ,nationality ,Japan ,Fukuoka ,,,,,
Alessandro_Ruspoli_u002C__7th_Prince_of_Cerveteri ,age ,155,Rome ,,,1869-01-14,,155
Alessandro_Ruspoli_u002C__7th_Prince_of_Cerveteri ,gender ,Male_gender ,Rome ,,,,,
Alessandro_Ruspoli_u002C__7th_Prince_of_Cerveteri ,knowsLanguage ,Italian_language_generic_instance ,Rome ,,,,,
Alessandro_Ruspoli_u002C__7th_Prince_of_Cerveteri ,nationality ,Italy ,Rome ,,,,,
Alessio_Casimirri ,age ,72,Rome ,,,1951-08-02,,72
Alessio_Casimirri ,gender ,Male_gender ,Rome ,,,,,
Alessio_Casimirri ,knowsLanguage ,Italian_language_generic_instance ,Rome ,,,,,
Alessio_Casimirri ,memberOf ,Red_Brigades ,Rome ,,,,,
Alessio_Casimirri ,nationality ,Italy ,Rome ,,,,,
Alessio_Casimirri ,nationality ,Nicaragua ,Rome ,,,,,
Alexey_Rodin ,alumniOf ,Frunze_Military_Academy ,Ostashkovsky_Uyezd ,,,,,
Alexey_Rodin ,award ,Order_of_Lenin ,Ostashkovsky_Uyezd ,,,,,
Alexey_Rodin ,award ,Hero_of_the_Soviet_Union_generic_instance ,Ostashkovsky_Uyezd ,,,,,
Alexey_Rodin ,award ,Jubilee_Medal__u0022_30_Years_of_the_Soviet_Army_and_Navy_u0022_ ,Ostashkovsky_Uyezd ,,,,,
Alexey_Rodin ,award ,Jubilee_Medal__u0022_XX_Years_of_the_Workers_u0027__and_Peasants_u0027__Red_Army_u0022_ ,Ostashkovsky_Uyezd ,,,,,
Alexey_Rodin ,award ,Medal__u0022_For_the_Defence_of_Leningrad_u0022_ ,Ostashkovsky_Uyezd ,,,,,
Alexey_Rodin ,award ,Medal__u0022_For_the_Defence_of_Stalingrad_u0022_ ,Ostashkovsky_Uyezd ,,,,,
Alexey_Rodin ,award ,Medal__u0022_For_the_Victory_over_Germany_in_the_Great_Patriotic_War_1941_u2013_1945_u0022_ ,Ostashkovsky_Uyezd ,,,,,
Alexey_Rodin ,award ,Order_of_the_Red_Banner ,Ostashkovsky_Uyezd ,,,,,
Alexey_Rodin ,award ,Order_of_the_Red_Star ,Ostashkovsky_Uyezd ,,,,,
Alexey_Rodin ,award ,Order_of_Suvorov ,Ostashkovsky_Uyezd ,,,,,
Alexey_Rodin ,award ,Order_of_the_Patriotic_War ,Ostashkovsky_Uyezd ,,,,,
Alexey_Rodin ,award ,Medal__u0022_For_the_Capture_of_Königsberg_u0022_ ,Ostashkovsky_Uyezd ,,,,,
Alexey_Rodin ,award ,Order_of_Kutuzov ,Ostashkovsky_Uyezd ,,,,,
Alexey_Rodin ,age ,122,Ostashkovsky_Uyezd ,,,1902-02-17,,122
Alexey_Rodin ,gender ,Male_gender ,Ostashkovsky_Uyezd ,,,,,
Alexey_Rodin ,memberOf ,Communist_Party_of_the_Soviet_Union ,Ostashkovsky_Uyezd ,,,,,
Andrey_Bolshoy ,age ,577,Uglich ,,,1446-08-22,,577
Andrey_Bolshoy ,gender ,Male_gender ,Uglich ,,,,,
Angelo_DeCarlo ,age ,121,Hoboken_u002C__New_Jersey ,,,1902-09-02,,121
Angelo_DeCarlo ,gender ,Male_gender ,Hoboken_u002C__New_Jersey ,,,,,
Angelo_DeCarlo ,nationality ,United_States ,Hoboken_u002C__New_Jersey ,,,,,
Antonio_Beccadelli_di_Bologna ,age ,549,Naples ,,,1475-01-01,,549
Antonio_Beccadelli_di_Bologna ,gender ,Male_gender ,Naples ,,,,,
Antonio_Imerti ,age ,77,Villa_San_Giovanni ,,,1946-08-22,,77
Antonio_Imerti ,gender ,Male_gender ,Villa_San_Giovanni ,,,,,
Antonio_Imerti ,knowsLanguage ,Italian_language_generic_instance ,Villa_San_Giovanni ,,,,,
Antonio_Imerti ,nationality ,Italy ,Villa_San_Giovanni ,,,,,
Antonio_Lombardo ,age ,132,Sicily ,,,1891-11-23,,132
Antonio_Lombardo ,gender ,Male_gender ,Sicily ,,,,,
Antonio_Lombardo ,nationality ,United_States ,Sicily ,,,,,
Zainal_Rashid_Mu_u0027_adzam_Shah_II_of_Kedah ,age ,166,Kedah ,,,1857-09-04,,166
Zainal_Rashid_Mu_u0027_adzam_Shah_II_of_Kedah ,gender ,Male_gender ,Kedah ,,,,,
Zofia_Czartoryska ,age ,245,Warsaw ,,,1778-10-15,,245
Zofia_Czartoryska ,gender ,Female__u0028_gender_u0029_ ,Warsaw ,,,,,
Alexey_Vasilyevich_Makarov ,age ,350,Vologda ,,,1674-01-01,,350
Alexey_Vasilyevich_Makarov ,gender ,Male_gender ,Vologda ,,,,,
Alexey_Vasilyevich_Makarov ,knowsLanguage ,Russian_language_generic_instance ,Vologda ,,,,,
Anna_Lisitsyna ,award ,Order_of_Lenin ,Karelia ,,,,,
Anna_Lisitsyna ,award ,Hero_of_the_Soviet_Union_generic_instance ,Karelia ,,,,,
Anna_Lisitsyna ,award ,Order_of_the_Red_Star ,Karelia ,,,,,
Anna_Lisitsyna ,age ,102,Karelia ,,,1922-02-14,,102
Anna_Lisitsyna ,gender ,Female__u0028_gender_u0029_ ,Karelia ,,,,,
Bambang_Hendarso_Danuri ,age ,71,Bogor ,,,1952-10-10,,71
Bambang_Hendarso_Danuri ,gender ,Male_gender ,Bogor ,,,,,
Bambang_Hendarso_Danuri ,knowsLanguage ,Indonesian_language_generic_instance ,Bogor ,,,,,
Bambang_Hendarso_Danuri ,nationality ,Indonesia ,Bogor ,,,,,
Edward_B_u002E__Lawson ,alumniOf ,Georgetown_University ,Newport_u002C__Tennessee ,,,,,
Edward_B_u002E__Lawson ,alumniOf ,Walsh_School_of_Foreign_Service ,Newport_u002C__Tennessee ,,,,,
Edward_B_u002E__Lawson ,age ,128,Newport_u002C__Tennessee ,,,1895-09-26,,128
Edward_B_u002E__Lawson ,gender ,Male_gender ,Newport_u002C__Tennessee ,,,,,
Andrew_C_u002E__Weber ,age ,63,New_York_City ,,,1960-04-28,,63
Andrew_C_u002E__Weber ,gender ,Male_gender ,New_York_City ,,,,,
Andrew_C_u002E__Weber ,worksFor ,Georgetown_University ,New_York_City ,,,,,
Andrew_Dan-Jumbo ,age ,58,Nigeria ,,,1965-06-25,,58
Andrew_Dan-Jumbo ,gender ,Male_gender ,Nigeria ,,,,,
Andrew_Dan-Jumbo ,nationality ,Nigeria ,Nigeria ,,,,,
Andrew_Jackson_Smith__u0028_Medal_of_Honor_u0029_ ,gender ,Male_gender ,United_States ,,,,,
Abdur_Rahim_Khan ,age ,98,British_Raj ,,,1925-10-25,,98
Abdur_Rahim_Khan ,gender ,Male_gender ,British_Raj ,,,,,
Abdur_Rahim_Khan ,nationality ,Pakistan ,British_Raj ,,,,,
Anatoly_Yakunin ,award ,Medal__U0027_For_Impeccable_Service_U0027__U002C__3Rd_Class_Q26205110_generic_instance ,Dolzhansky_District ,,,,,
Anatoly_Yakunin ,age ,60,Dolzhansky_District ,,,1964-02-11,,60
Anatoly_Yakunin ,gender ,Male_gender ,Dolzhansky_District ,,,,,
Anatoly_Yakunin ,knowsLanguage ,Russian_language_generic_instance ,Dolzhansky_District ,,,,,
Anatoly_Yakunin ,nationality ,Russia ,Dolzhansky_District ,,,,,
Christoph_von_Engelhardt ,award ,Golden_Weapon_for_Bravery ,Riga ,,,,,
Christoph_von_Engelhardt ,award ,Order_of_Saint_Vladimir_generic_instance ,Riga ,,,,,
Christoph_von_Engelhardt ,award ,Order_of_Saint_Anna ,Riga ,,,,,
Christoph_von_Engelhardt ,age ,262,Riga ,,,1762-03-18,,262
Christoph_von_Engelhardt ,gender ,Male_gender ,Riga ,,,,,
Elizabeth_Grigorieva_Temkina ,age ,248,Moscow ,,,1775-07-13,,248
Elizabeth_Grigorieva_Temkina ,gender ,Female__u0028_gender_u0029_ ,Moscow ,,,,,
Felix_of_Girona ,age ,1724,Scillium ,,,0300-01-01,,1724
Felix_of_Girona ,gender ,Male_gender ,Scillium ,,,,,
Felix_of_Girona ,knowsLanguage ,Catalan_language_generic_instance ,Scillium ,,,,,
Francis_Cornish__u0028_diplomat_u0029_ ,alumniOf ,Charterhouse_School ,England ,,,,,
Francis_Cornish__u0028_diplomat_u0029_ ,alumniOf ,Royal_Military_Academy_Sandhurst ,England ,,,,,
Francis_Cornish__u0028_diplomat_u0029_ ,award ,Companion_Of_The_Order_Of_St_Michael_And_St_George_Q12177413_generic_instance ,England ,,,,,
Francis_Cornish__u0028_diplomat_u0029_ ,award ,Lieutenant_Of_The_Royal_Victorian_Order_Q12193574_generic_instance ,England ,,,,,
Francis_Cornish__u0028_diplomat_u0029_ ,age ,81,England ,,,1942-05-18,,81
Francis_Cornish__u0028_diplomat_u0029_ ,gender ,Male_gender ,England ,,,,,
Francis_Cornish__u0028_diplomat_u0029_ ,knowsLanguage ,English_language_generic_instance ,England ,,,,,
Francis_Cornish__u0028_diplomat_u0029_ ,worksFor ,Foreign_u002C__Commonwealth_and_Development_Office ,England ,,,,,
Alexander_Walters ,age ,166,Bardstown_u002C__Kentucky ,,,1858-01-01,,166
Alexandra_Bugailiskis ,alumniOf ,Carleton_University ,Hamilton_u002C__Ontario ,,,,,
Alexandra_Bugailiskis ,age ,68,Hamilton_u002C__Ontario ,,,1956-01-09,,68
Alexandra_Bugailiskis ,gender ,Female__u0028_gender_u0029_ ,Hamilton_u002C__Ontario ,,,,,
Alexandra_Bugailiskis ,nationality ,Canada ,Hamilton_u002C__Ontario ,,,,,
Alexandra_Pistohlkors ,age ,136,Saint_Petersburg ,,,1888-01-01,,136
Alexandra_Pistohlkors ,gender ,Female__u0028_gender_u0029_ ,Saint_Petersburg ,,,,,
Alexandra_Pistohlkors ,knowsLanguage ,Russian_language_generic_instance ,Saint_Petersburg ,,,,,
Alf_Tabb ,age ,141,London ,,,1883-01-01,,141
Alf_Tabb ,gender ,Male_gender ,London ,,,,,
Alfonso_G_u002E__Pablo_Sr_u002E_ ,age ,84,Camiling ,,,1939-09-29,,84
Alfonso_G_u002E__Pablo_Sr_u002E_ ,gender ,Male_gender ,Camiling ,,,,,
Alfonso_Téllez-Girón_u002C__1st_Count_of_Ureña ,age ,570,Moral_de_Calatrava ,,,1454-01-01,,570
Alfonso_Téllez-Girón_u002C__1st_Count_of_Ureña ,gender ,Male_gender ,Moral_de_Calatrava ,,,,,
Alfred_Dürrwanger ,award ,Knight_u0027_s_Cross_of_the_Iron_Cross_generic_instance ,Wrocław ,,,,,
Alfred_Dürrwanger ,age ,109,Wrocław ,,,1915-04-07,,109
Alfred_Dürrwanger ,gender ,Male_gender ,Wrocław ,,,,,
Alfred_Dürrwanger ,knowsLanguage ,German_language_generic_instance ,Wrocław ,,,,,
Alfred_Dürrwanger ,nationality ,Germany ,Wrocław ,,,,,
Alfred_Egghardt ,award ,German_Cross_In_Gold_Q17412908_generic_instance ,Vienna ,,,,,
Alfred_Egghardt ,award ,Knight_u0027_s_Cross_of_the_Iron_Cross_generic_instance ,Vienna ,,,,,
Alfred_Egghardt ,age ,104,Vienna ,,,1920-02-17,,104
Alfred_Egghardt ,gender ,Male_gender ,Vienna ,,,,,
Alfred_Egghardt ,nationality ,Austria ,Vienna ,,,,,
Alfred_Gottfried_Ochshorn ,age ,109,Vienna ,,,1915-04-06,,109
Alfred_Gottfried_Ochshorn ,gender ,Male_gender ,Vienna ,,,,,
Alfred_Gottfried_Ochshorn ,knowsLanguage ,German_language_generic_instance ,Vienna ,,,,,
Alfred_Greim ,award ,German_Cross_In_Gold_Q17412908_generic_instance ,Bad_Langensalza ,,,,,
Alfred_Greim ,award ,Knight_u0027_s_Cross_of_the_Iron_Cross_generic_instance ,Bad_Langensalza ,,,,,
Alfred_Greim ,age ,121,Bad_Langensalza ,,,1902-08-08,,121
Alfred_Greim ,gender ,Male_gender ,Bad_Langensalza ,,,,,
Alfred_Masters ,age ,108,Palestine_u002C__Texas ,,,1916-02-05,,108
Alfred_Masters ,gender ,Male_gender ,Palestine_u002C__Texas ,,,,,
Alfred_Masters ,nationality ,United_States ,Palestine_u002C__Texas ,,,,,
Alfred_Mills ,alumniOf ,Campbell_College ,Belfast ,,,,,
Alfred_Mills ,gender ,Male_gender ,Belfast ,,,,,
Alfred_Mills ,knowsLanguage ,English_language_generic_instance ,Belfast ,,,,,
Ada_Watson ,age ,169,Bexley ,,,1855-01-01,,169
