subject,predicate,object,birthPlace
Mohammad-Reza_Ali-Zamani ,birthDate ,1972-01-01T00:00:00.000Z ,Iran 
Mohammad-Reza_Ali-Zamani ,gender ,Male_gender ,Iran 
Mohammad-Reza_Ali-Zamani ,memberOf ,Kingdom_Assembly_of_Iran ,Iran 
Mohammad-Reza_Ali-Zamani ,nationality ,Iran ,Iran 
Mons_Somby ,birthDate ,1825-02-14T00:00:00.000Z ,Kautokeino 
Mons_Somby ,gender ,Male_gender ,Kautokeino 
Patrick_Calvar ,award ,Knight_Of_The_Legion_Of_Honour_Q10855271_generic_instance ,Antsirabe 
Patrick_Calvar ,award ,Officer_Of_The_National_Order_Of_Merit_Q13422140_generic_instance ,Antsirabe 
Patrick_Calvar ,award ,Knight_Of_The_National_Order_Of_Merit_Q13422138_generic_instance ,Antsirabe 
Patrick_Calvar ,birthDate ,1955-11-26T00:00:00.000Z ,Antsirabe 
Patrick_Calvar ,gender ,Male_gender ,Antsirabe 
Patrick_Calvar ,knowsLanguage ,French_language_generic_instance ,Antsirabe 
Patrick_Calvar ,nationality ,France ,Antsirabe 
Paul_Augustin_Jean_Larrouy ,award ,Knight_Of_The_Legion_Of_Honour_Q10855271_generic_instance ,Lagardelle-sur-Lèze 
Paul_Augustin_Jean_Larrouy ,birthDate ,1847-01-01T00:00:00.000Z ,Lagardelle-sur-Lèze 
Paul_Augustin_Jean_Larrouy ,gender ,Male_gender ,Lagardelle-sur-Lèze 
Paul_Augustin_Jean_Larrouy ,knowsLanguage ,French_language_generic_instance ,Lagardelle-sur-Lèze 
Paul_Augustin_Jean_Larrouy ,nationality ,France ,Lagardelle-sur-Lèze 
Philippe_de_Carteret_I ,birthDate ,1552-01-01T00:00:00.000Z ,Saint_Ouen_u002C__Jersey 
Philippe_de_Carteret_I ,gender ,Male_gender ,Saint_Ouen_u002C__Jersey 
Pierre_Legardeur_de_Repentigny__u0028_admiral_u0029_ ,birthDate ,1600-01-01T00:00:00.000Z ,Thury-Harcourt 
Pierre_Legardeur_de_Repentigny__u0028_admiral_u0029_ ,gender ,Male_gender ,Thury-Harcourt 
Pierre_Legardeur_de_Repentigny__u0028_admiral_u0029_ ,knowsLanguage ,French_language_generic_instance ,Thury-Harcourt 
Pierre_Legardeur_de_Repentigny__u0028_admiral_u0029_ ,nationality ,France ,Thury-Harcourt 
Anne_Holck ,nationality ,Denmark ,Tryggevælde 
David_Kawānanakoa ,alumniOf ,ʻIolani_School ,Honolulu 
David_Kawānanakoa ,alumniOf ,Saint_Matthew_u0027_s_Episcopal_Day_School ,Honolulu 
David_Kawānanakoa ,award ,Royal_Order_of_Kapiolani ,Honolulu 
David_Kawānanakoa ,birthDate ,1868-02-19T00:00:00.000Z ,Honolulu 
David_Kawānanakoa ,memberOf ,Democratic_Party__u0028_United_States_u0029_ ,Honolulu 
Mila_Mulroney ,alumniOf ,Westmount_High_School ,Sarajevo 
Mila_Mulroney ,alumniOf ,Concordia_University ,Sarajevo 
Mila_Mulroney ,birthDate ,1953-07-13T00:00:00.000Z ,Sarajevo 
Mila_Mulroney ,gender ,Female__u0028_gender_u0029_ ,Sarajevo 
Mila_Mulroney ,nationality ,Canada ,Sarajevo 
Nick_Mileti ,alumniOf ,Ohio_State_University ,Cleveland 
Nick_Mileti ,alumniOf ,Bowling_Green_State_University ,Cleveland 
Nick_Mileti ,alumniOf ,Ohio_State_University_Moritz_College_of_Law ,Cleveland 
Nick_Mileti ,alumniOf ,Clearfield_High_School ,Cleveland 
Nick_Mileti ,alumniOf ,John_Adams_College_and_Career_Academy ,Cleveland 
Nick_Mileti ,birthDate ,1931-04-22T00:00:00.000Z ,Cleveland 
Nick_Mileti ,gender ,Male_gender ,Cleveland 
Nick_Mileti ,nationality ,United_States ,Cleveland 
Mi_Saw_U ,gender ,Female__u0028_gender_u0029_ ,Bagan 
Nawrahta_of_Kanni ,birthDate ,1300-01-01T00:00:00.000Z ,Pinle 
Nawrahta_of_Kanni ,gender ,Male_gender ,Pinle 
Oba_Chandler ,birthDate ,1946-10-11T00:00:00.000Z ,Cincinnati 
Oba_Chandler ,gender ,Male_gender ,Cincinnati 
Oba_Chandler ,knowsLanguage ,English_language_generic_instance ,Cincinnati 
Oba_Chandler ,nationality ,United_States ,Cincinnati 
Owen_de_la_Pole ,birthDate ,1257-01-01T00:00:00.000Z ,England 
Owen_de_la_Pole ,gender ,Male_gender ,England 
Elizabeth_Brontë ,birthDate ,1815-02-08T00:00:00.000Z ,Hartshead 
Elizabeth_Brontë ,gender ,Female__u0028_gender_u0029_ ,Hartshead 
Geoffroy_Chodron_de_Courcel ,alumniOf ,Collège_Stanislas_de_Paris ,Tours 
Geoffroy_Chodron_de_Courcel ,alumniOf ,École_Libre_des_Sciences_Politiques ,Tours 
Geoffroy_Chodron_de_Courcel ,award ,Croix_de_Guerre_1939_u2013_1945 ,Tours 
Geoffroy_Chodron_de_Courcel ,award ,Grand_Cross_Of_The_Legion_Of_Honour_Q10855226_generic_instance ,Tours 
Geoffroy_Chodron_de_Courcel ,award ,Knight_Grand_Cross_Of_The_Royal_Victorian_Order_Q12192290_generic_instance ,Tours 
Geoffroy_Chodron_de_Courcel ,award ,Military_Cross ,Tours 
Geoffroy_Chodron_de_Courcel ,award ,Companions_of_Liberation_generic_instance ,Tours 
Geoffroy_Chodron_de_Courcel ,birthDate ,1912-09-11T00:00:00.000Z ,Tours 
Geoffroy_Chodron_de_Courcel ,gender ,Male_gender ,Tours 
Geoffroy_Chodron_de_Courcel ,knowsLanguage ,French_language_generic_instance ,Tours 
Geoffroy_Chodron_de_Courcel ,nationality ,France ,Tours 
Gojčin_Crnojević ,birthDate ,1398-01-01T00:00:00.000Z ,Budva 
Gojčin_Crnojević ,gender ,Male_gender ,Budva 
Greg_Kelley__u0028_politician_u0029_ ,alumniOf ,McGill_University ,Montreal 
Greg_Kelley__u0028_politician_u0029_ ,alumniOf ,Queens_College_u002C__City_University_of_New_York ,Montreal 
Greg_Kelley__u0028_politician_u0029_ ,gender ,Male_gender ,Montreal 
Greg_Kelley__u0028_politician_u0029_ ,memberOf ,Quebec_Liberal_Party ,Montreal 
Greg_Kelley__u0028_politician_u0029_ ,nationality ,Canada ,Montreal 
Maria_von_Hanau-Hořowitz ,birthDate ,1839-08-22T00:00:00.000Z ,Schloss_Wilhelmshöhe 
Maria_von_Hanau-Hořowitz ,gender ,Female__u0028_gender_u0029_ ,Schloss_Wilhelmshöhe 
Maria_von_Hanau-Hořowitz ,knowsLanguage ,German_language_generic_instance ,Schloss_Wilhelmshöhe 
Maria_von_Hanau-Hořowitz ,nationality ,Germany ,Schloss_Wilhelmshöhe 
Abd_al-Rahman_ibn_al-Qasim ,birthDate ,0749-01-01T00:00:00.000Z ,Egypt 
Abd_al-Rahman_ibn_al-Qasim ,gender ,Male_gender ,Egypt 
Abd_al-Rahman_ibn_al-Qasim ,knowsLanguage ,Arabic_generic_instance ,Egypt 
Françoise-Augustine_Duval_d_u0027_Eprémesnil ,birthDate ,1749-03-31T00:00:00.000Z ,Saint-Denis_u002C__Réunion 
Muhammad_Ali_Khan__u0028_Kokand_u0029_ ,birthDate ,1808-01-01T00:00:00.000Z ,Kokand 
Muhammad_Ali_Khan__u0028_Kokand_u0029_ ,gender ,Male_gender ,Kokand 
Nigel_Sheinwald ,alumniOf ,Balliol_College_u002C__Oxford ,London 
Nigel_Sheinwald ,alumniOf ,Harrow_High_School ,London 
Nigel_Sheinwald ,award ,Knight_Grand_Cross_Of_The_Order_Of_St_Michael_And_St_George_Q12177423_generic_instance ,London 
Nigel_Sheinwald ,birthDate ,1953-06-26T00:00:00.000Z ,London 
Nigel_Sheinwald ,gender ,Male_gender ,London 
Nigel_Sheinwald ,knowsLanguage ,English_language_generic_instance ,London 
Nigel_Sheinwald ,worksFor ,Foreign_u002C__Commonwealth_and_Development_Office ,London 
Otar_Khetsia ,birthDate ,1965-02-19T00:00:00.000Z ,Gagra 
Otar_Khetsia ,gender ,Male_gender ,Gagra 
Peter_Hansen__u0028_UN_u0029_ ,alumniOf ,Aarhus_University ,Aalborg 
Peter_Hansen__u0028_UN_u0029_ ,birthDate ,1941-06-02T00:00:00.000Z ,Aalborg 
Peter_Hansen__u0028_UN_u0029_ ,gender ,Male_gender ,Aalborg 
Peter_Hansen__u0028_UN_u0029_ ,nationality ,Denmark ,Aalborg 
Peter_Hansen__u0028_UN_u0029_ ,worksFor ,United_Nations_generic_instance ,Aalborg 
Peter_Hansen__u0028_UN_u0029_ ,worksFor ,Aarhus_University ,Aalborg 
Robert_Hodgson__u0028_diplomat_u0029_ ,alumniOf ,Trinity_College_u002C__Oxford ,West_Bromwich 
Robert_Hodgson__u0028_diplomat_u0029_ ,alumniOf ,Radley_College ,West_Bromwich 
Robert_Hodgson__u0028_diplomat_u0029_ ,award ,Knight_Commander_Of_The_Order_Of_The_British_Empire_Q12201445_generic_instance ,West_Bromwich 
Robert_Hodgson__u0028_diplomat_u0029_ ,award ,Knight_Commander_Of_The_Order_Of_St_Michael_And_St_George_Q12177415_generic_instance ,West_Bromwich 
Robert_Hodgson__u0028_diplomat_u0029_ ,birthDate ,1874-02-25T00:00:00.000Z ,West_Bromwich 
Robert_Hodgson__u0028_diplomat_u0029_ ,gender ,Male_gender ,West_Bromwich 
Robert_Hodgson__u0028_diplomat_u0029_ ,knowsLanguage ,English_language_generic_instance ,West_Bromwich 
Rostislav_Shilo ,award ,Order_of_Friendship ,Dalnerechensk 
Rostislav_Shilo ,award ,Order_of_the_Badge_of_Honour ,Dalnerechensk 
Rostislav_Shilo ,award ,Honoured_Cultural_Worker_of_the_RSFSR_generic_instance ,Dalnerechensk 
Rostislav_Shilo ,birthDate ,1940-10-23T00:00:00.000Z ,Dalnerechensk 
Rostislav_Shilo ,gender ,Male_gender ,Dalnerechensk 
Rostislav_Shilo ,knowsLanguage ,Russian_language_generic_instance ,Dalnerechensk 
Rostislav_Shilo ,nationality ,Russia ,Dalnerechensk 
Suelo ,birthDate ,1961-01-01T00:00:00.000Z ,Denver 
Suelo ,gender ,Male_gender ,Denver 
Suelo ,knowsLanguage ,English_language_generic_instance ,Denver 
Suelo ,nationality ,United_States ,Denver 
Yuriy_Trubetskoy ,birthDate ,1643-01-01T00:00:00.000Z ,Starodub 
Yuriy_Trubetskoy ,gender ,Male_gender ,Starodub 
ʻElisiva_Fusipala_Vahaʻi ,birthDate ,1949-06-12T00:00:00.000Z ,Nukuʻalofa 
ʻElisiva_Fusipala_Vahaʻi ,gender ,Female__u0028_gender_u0029_ ,Nukuʻalofa 
ʻElisiva_Fusipala_Vahaʻi ,nationality ,Tonga ,Nukuʻalofa 
Prince_Nikola_of_Yugoslavia ,alumniOf ,University_of_Oxford ,London 
Prince_Nikola_of_Yugoslavia ,birthDate ,1928-06-29T00:00:00.000Z ,London 
Prince_Nikola_of_Yugoslavia ,gender ,Male_gender ,London 
Prince_Nikola_of_Yugoslavia ,knowsLanguage ,English_language_generic_instance ,London 
Sam_Battaglia ,birthDate ,1908-06-30T00:00:00.000Z ,Chicago 
Sam_Battaglia ,gender ,Male_gender ,Chicago 
Sam_Battaglia ,nationality ,United_States ,Chicago 
Paul_McGonagle ,birthDate ,1939-01-21T00:00:00.000Z ,Quincy_u002C__Massachusetts 
Peter_u002C__Count_of_Ribagorza ,birthDate ,1305-01-01T00:00:00.000Z ,Barcelona 
Peter_u002C__Count_of_Ribagorza ,gender ,Male_gender ,Barcelona 
Peter_u002C__Count_of_Ribagorza ,knowsLanguage ,Old_Catalan_generic_instance ,Barcelona 
Peter_u002C__Count_of_Ribagorza ,nationality ,Crown_of_Aragon_generic_instance ,Barcelona 
Pío_del_Pilar ,birthDate ,1860-07-11T00:00:00.000Z ,Makati 
Pío_del_Pilar ,gender ,Male_gender ,Makati 
Pío_del_Pilar ,nationality ,Philippines ,Makati 
Alice_Holland_u002C__Countess_of_Kent ,birthDate ,1350-01-01T00:00:00.000Z ,Arundel_Castle 
Alice_Holland_u002C__Countess_of_Kent ,gender ,Female__u0028_gender_u0029_ ,Arundel_Castle 
Joan_Fitzalan_u002C__Countess_of_Hereford ,birthDate ,1347-01-01T00:00:00.000Z ,Arundel_Castle 
Joan_Fitzalan_u002C__Countess_of_Hereford ,gender ,Female__u0028_gender_u0029_ ,Arundel_Castle 
Lady_Susan_Harriet_Grant-Suttie ,birthDate ,1837-11-13T00:00:00.000Z ,East_Lothian 
Lady_Susan_Harriet_Grant-Suttie ,gender ,Female__u0028_gender_u0029_ ,East_Lothian 
Liberalis_of_Treviso ,birthDate ,0400-01-01T00:00:00.000Z ,Altinum 
Liberalis_of_Treviso ,gender ,Male_gender ,Altinum 
Raymond_Patriarca_Jr_u002E_ ,birthDate ,1945-02-24T00:00:00.000Z ,Providence_u002C__Rhode_Island 
Raymond_Patriarca_Jr_u002E_ ,gender ,Male_gender ,Providence_u002C__Rhode_Island 
Raymond_Patriarca_Jr_u002E_ ,nationality ,United_States ,Providence_u002C__Rhode_Island 
Tezozomoctli__u0028_Cuauhtitlan_u0029_ ,birthDate ,1418-01-01T00:00:00.000Z ,Tlatelolco__u0028_altepetl_u0029_ 
Tezozomoctli__u0028_Cuauhtitlan_u0029_ ,gender ,Male_gender ,Tlatelolco__u0028_altepetl_u0029_ 
Thomas_of_Maurienne ,birthDate ,0601-01-01T00:00:00.000Z ,Maurienne 
Thomas_of_Maurienne ,gender ,Male_gender ,Maurienne 
Fritz_Amling ,award ,Knight_u0027_s_Cross_of_the_Iron_Cross_generic_instance ,Pasłęk 
Fritz_Amling ,birthDate ,1916-01-16T00:00:00.000Z ,Pasłęk 
Fritz_Amling ,gender ,Male_gender ,Pasłęk 
Garegin_Apresov ,gender ,Male_gender ,Qusar__u0028_city_u0029_ 
Giuseppe_Guttadauro ,birthDate ,1948-08-18T00:00:00.000Z ,Bagheria 
Giuseppe_Guttadauro ,gender ,Male_gender ,Bagheria 
Giuseppe_Guttadauro ,knowsLanguage ,Italian_language_generic_instance ,Bagheria 
Husayn_Pasha ,gender ,Male_gender ,Gaza_City 
Ilaria_del_Carretto ,birthDate ,1379-01-01T00:00:00.000Z ,Zuccarello 
Ilaria_del_Carretto ,gender ,Female__u0028_gender_u0029_ ,Zuccarello 
Isabella_of_Urgell_u002C__Duchess_of_Coimbra ,birthDate ,1409-03-21T00:00:00.000Z ,Balaguer 
Isabella_of_Urgell_u002C__Duchess_of_Coimbra ,gender ,Female__u0028_gender_u0029_ ,Balaguer 
Isabella_of_Urgell_u002C__Duchess_of_Coimbra ,knowsLanguage ,Portuguese_language_generic_instance ,Balaguer 
James_E_u002E__Slaughter ,birthDate ,1827-06-01T00:00:00.000Z ,Culpeper_County_u002C__Virginia 
James_E_u002E__Slaughter ,gender ,Male_gender ,Culpeper_County_u002C__Virginia 
James_E_u002E__Slaughter ,nationality ,United_States ,Culpeper_County_u002C__Virginia 
James_Haldenston ,alumniOf ,University_of_Paris ,Fife 
James_Haldenston ,gender ,Male_gender ,Fife 
James_Haldenston ,knowsLanguage ,English_language_generic_instance ,Fife 
James_Haldenston ,worksFor ,University_of_St_Andrews ,Fife 
John_Manners_u002C__9th_Duke_of_Rutland ,alumniOf ,Trinity_College_u002C__Cambridge ,London 
John_Manners_u002C__9th_Duke_of_Rutland ,alumniOf ,Eton_College ,London 
John_Manners_u002C__9th_Duke_of_Rutland ,birthDate ,1886-09-21T00:00:00.000Z ,London 
John_Manners_u002C__9th_Duke_of_Rutland ,gender ,Male_gender ,London 
John_Manners_u002C__9th_Duke_of_Rutland ,knowsLanguage ,English_language_generic_instance ,London 
Joseph_Sica ,birthDate ,1911-08-11T00:00:00.000Z ,Newark_u002C__New_Jersey 
Joseph_Sica ,gender ,Male_gender ,Newark_u002C__New_Jersey 
Joseph_Sica ,nationality ,United_States ,Newark_u002C__New_Jersey 
Joseph_u002C__Hereditary_Prince_of_Hesse-Rotenburg ,birthDate ,1705-09-23T00:00:00.000Z ,Bad_Schwalbach 
Joseph_u002C__Hereditary_Prince_of_Hesse-Rotenburg ,gender ,Male_gender ,Bad_Schwalbach 
Françoise-Augustine_Duval_d_u0027_Eprémesnil ,gender ,Female__u0028_gender_u0029_ ,Saint-Denis_u002C__Réunion 
Françoise-Augustine_Duval_d_u0027_Eprémesnil ,knowsLanguage ,French_language_generic_instance ,Saint-Denis_u002C__Réunion 
Françoise-Augustine_Duval_d_u0027_Eprémesnil ,nationality ,France ,Saint-Denis_u002C__Réunion 
Hocine_Zehouane ,nationality ,Algeria ,Bordj_Menaïel 
Anna_Leszczyńska__u0028_1660_u2013_1727_u0029_ ,birthDate ,1660-01-01T00:00:00.000Z ,Kraków 
Anna_Leszczyńska__u0028_1660_u2013_1727_u0029_ ,gender ,Female__u0028_gender_u0029_ ,Kraków 
Anne_de_Guigné ,birthDate ,1911-04-25T00:00:00.000Z ,Annecy 
Anne_de_Guigné ,gender ,Female__u0028_gender_u0029_ ,Annecy 
Anne_de_Guigné ,knowsLanguage ,French_language_generic_instance ,Annecy 
Anne_de_Guigné ,nationality ,France ,Annecy 
Dan_Topping ,alumniOf ,Hun_School_of_Princeton ,Greenwich_u002C__Connecticut 
Dan_Topping ,birthDate ,1912-06-11T00:00:00.000Z ,Greenwich_u002C__Connecticut 
Dan_Topping ,gender ,Male_gender ,Greenwich_u002C__Connecticut 
Dan_Topping ,nationality ,United_States ,Greenwich_u002C__Connecticut 
Gabrielle_d_u0027_Estrées ,birthDate ,1573-01-01T00:00:00.000Z ,France 
Gabrielle_d_u0027_Estrées ,gender ,Female__u0028_gender_u0029_ ,France 
Gabrielle_d_u0027_Estrées ,knowsLanguage ,French_language_generic_instance ,France 
Saint_Alena ,birthDate ,0601-01-01T00:00:00.000Z ,Dilbeek 
Saint_Alena ,gender ,Female__u0028_gender_u0029_ ,Dilbeek 
Baba_Rabba ,birthDate ,0201-01-01T00:00:00.000Z ,Hajjah_u002C__Qalqilya 
Baba_Rabba ,gender ,Male_gender ,Hajjah_u002C__Qalqilya 
Bartolomeo_Cesi__u0028_cardinal_u0029_ ,alumniOf ,University_of_Perugia ,Rome 
Bartolomeo_Cesi__u0028_cardinal_u0029_ ,birthDate ,1566-01-01T00:00:00.000Z ,Rome 
Bartolomeo_Cesi__u0028_cardinal_u0029_ ,gender ,Male_gender ,Rome 
Blanche_of_Brittany ,birthDate ,1271-01-01T00:00:00.000Z ,Rennes 
Blanche_of_Brittany ,gender ,Female__u0028_gender_u0029_ ,Rennes 
Boson_II_de_Talleyrand-Périgord ,birthDate ,1867-07-20T00:00:00.000Z ,7th_arrondissement_of_Paris 
Boson_II_de_Talleyrand-Périgord ,gender ,Male_gender ,7th_arrondissement_of_Paris 
Hélie_de_Talleyrand-Périgord_u002C__Duke_of_Sagan ,birthDate ,1859-08-23T00:00:00.000Z ,Mello_u002C__Oise 
Hélie_de_Talleyrand-Périgord_u002C__Duke_of_Sagan ,gender ,Male_gender ,Mello_u002C__Oise 
Hélie_de_Talleyrand-Périgord_u002C__Duke_of_Sagan ,knowsLanguage ,French_language_generic_instance ,Mello_u002C__Oise 
Hélie_de_Talleyrand-Périgord_u002C__Duke_of_Sagan ,nationality ,France ,Mello_u002C__Oise 
Reuven_Dafni ,award ,Yakir_Yerushalayim_generic_instance ,Zagreb 
Reuven_Dafni ,birthDate ,1913-11-11T00:00:00.000Z ,Zagreb 
Reuven_Dafni ,gender ,Male_gender ,Zagreb 
Reuven_Dafni ,knowsLanguage ,Hebrew_language_generic_instance ,Zagreb 
Reuven_Dafni ,nationality ,Israel ,Zagreb 
Azizullah_Karzai ,gender ,Male_gender ,Kandahar 
Ba_Saw_Phyu ,birthDate ,1430-01-01T00:00:00.000Z ,Mrauk_U 
Ba_Saw_Phyu ,gender ,Male_gender ,Mrauk_U 
Baba_Jalandar_Panjshiri ,gender ,Male_gender ,Panjshir_Valley 
Ernest_August_u002C__Duke_of_Schleswig-Holstein-Sonderburg-Augustenburg ,birthDate ,1660-10-30T00:00:00.000Z ,Sønderborg 
Ernest_August_u002C__Duke_of_Schleswig-Holstein-Sonderburg-Augustenburg ,gender ,Male_gender ,Sønderborg 
Ernest_August_u002C__Duke_of_Schleswig-Holstein-Sonderburg-Augustenburg ,knowsLanguage ,German_language_generic_instance ,Sønderborg 
Ernest_August_u002C__Duke_of_Schleswig-Holstein-Sonderburg-Augustenburg ,nationality ,Germany ,Sønderborg 
Joseph_Thompson__u0028_doctor_u0029_ ,birthDate ,1797-09-29T00:00:00.000Z ,Spartanburg_County_u002C__South_Carolina 
Joseph_Thompson__u0028_doctor_u0029_ ,gender ,Male_gender ,Spartanburg_County_u002C__South_Carolina 
Khvajeh_Ali_Safavi ,birthDate ,1368-01-01T00:00:00.000Z ,Ardabil 
Khvajeh_Ali_Safavi ,gender ,Male_gender ,Ardabil 
Makhan_Shah_Labana ,birthDate ,1619-07-07T00:00:00.000Z ,Kathiawar 
Makhan_Shah_Labana ,gender ,Male_gender ,Kathiawar 
Min_Dawlya ,birthDate ,1456-01-01T00:00:00.000Z ,Mrauk_U 
Min_Dawlya ,gender ,Male_gender ,Mrauk_U 
Philip_Wolfe__u0028_engineer_u0029_ ,alumniOf ,University_of_Cambridge ,Maidenhead 
Philip_Wolfe__u0028_engineer_u0029_ ,alumniOf ,Trinity_College_u002C__Cambridge ,Maidenhead 
Philip_Wolfe__u0028_engineer_u0029_ ,award ,Member_Of_The_Order_Of_The_British_Empire_Q12201526_generic_instance ,Maidenhead 
Philip_Wolfe__u0028_engineer_u0029_ ,birthDate ,1950-01-01T00:00:00.000Z ,Maidenhead 
Philip_Wolfe__u0028_engineer_u0029_ ,gender ,Male_gender ,Maidenhead 
Sadr_al-Din_Musa ,birthDate ,1305-01-01T00:00:00.000Z ,Ardabil 
Sadr_al-Din_Musa ,gender ,Male_gender ,Ardabil 
Sadr_al-Din_Musa ,nationality ,Iran ,Ardabil 
Umm_Kulthum_bint_Ali ,birthDate ,0627-01-01T00:00:00.000Z ,Medina 
Umm_Kulthum_bint_Ali ,gender ,Female__u0028_gender_u0029_ ,Medina 
Alfred_Mills ,award ,Distinguished_Flying_Cross__u0028_United_Kingdom_u0029_ ,Belfast 
Alfred_Mills ,birthDate ,1899-06-26T00:00:00.000Z ,Belfast 
Alfred_Parsons__u0028_diplomat_u0029_ ,alumniOf ,University_of_Tasmania ,Hobart 
Alfred_Parsons__u0028_diplomat_u0029_ ,award ,Centenary_Medal_generic_instance ,Hobart 
Alfred_Parsons__u0028_diplomat_u0029_ ,birthDate ,1925-05-24T00:00:00.000Z ,Hobart 
Alfred_Parsons__u0028_diplomat_u0029_ ,gender ,Male_gender ,Hobart 
Alfred_Parsons__u0028_diplomat_u0029_ ,knowsLanguage ,English_language_generic_instance ,Hobart 
Alfred_Sao-ke_Sze ,alumniOf ,Cornell_University ,Suzhou 
Alfred_Sao-ke_Sze ,alumniOf ,Cardozo_Education_Campus ,Suzhou 
Alfred_Sao-ke_Sze ,birthDate ,1877-01-01T00:00:00.000Z ,Suzhou 
Alfred_Sao-ke_Sze ,gender ,Male_gender ,Suzhou 
Alfred_Sao-ke_Sze ,knowsLanguage ,Classical_Chinese_generic_instance ,Suzhou 
Alfred_Sao-ke_Sze ,knowsLanguage ,Old_Mandarin_generic_instance ,Suzhou 
Alfred_Sao-ke_Sze ,nationality ,Taiwan ,Suzhou 
Alfred_Schneidereit ,award ,Knight_u0027_s_Cross_of_the_Iron_Cross_generic_instance ,Chernyakhovsk 
Alfred_Schneidereit ,birthDate ,1919-10-29T00:00:00.000Z ,Chernyakhovsk 
Alfred_Schneidereit ,gender ,Male_gender ,Chernyakhovsk 
Alfred_Stearns ,alumniOf ,Phillips_Academy ,Orange_u002C__New_Jersey 
Alfred_Stearns ,birthDate ,1871-06-06T00:00:00.000Z ,Orange_u002C__New_Jersey 
Alfred_Stearns ,gender ,Male_gender ,Orange_u002C__New_Jersey 
Alfred_Stearns ,nationality ,United_States ,Orange_u002C__New_Jersey 
Ali_Abdullah_Ahmed ,birthDate ,1970-01-12T00:00:00.000Z ,Yemen 
Ali_Abdullah_Ahmed ,gender ,Male_gender ,Yemen 
Ali_Abdullah_Ahmed ,nationality ,Yemen ,Yemen 
Ali_Abu_Awwad ,birthDate ,1972-01-01T00:00:00.000Z ,Halhul 
Ali_Abu_Awwad ,gender ,Male_gender ,Halhul 
Ali_Adil_Shah_I ,gender ,Male_gender ,Bijapur 
Ali_Akbar_Tabatabaei ,birthDate ,1930-09-04T00:00:00.000Z ,Hamadan 
Ali_Akbar_Tabatabaei ,gender ,Male_gender ,Hamadan 
Ali_Akbar_Tabatabaei ,nationality ,Iran ,Hamadan 
Ali_Hassani_Baghdadi ,birthDate ,1954-01-01T00:00:00.000Z ,Iraq 
Ali_Hassani_Baghdadi ,gender ,Male_gender ,Iraq 
Ali_Hassani_Baghdadi ,nationality ,Iraq ,Iraq 
Alianore_Holland_u002C__Countess_of_March ,birthDate ,1370-10-13T00:00:00.000Z ,Up_Holland 
Alianore_Holland_u002C__Countess_of_March ,gender ,Female__u0028_gender_u0029_ ,Up_Holland 
Alianore_Holland_u002C__Countess_of_March ,knowsLanguage ,English_language_generic_instance ,Up_Holland 
Aline_Caroline_de_Rothschild ,birthDate ,1867-10-21T00:00:00.000Z ,Paris 
Aline_Caroline_de_Rothschild ,gender ,Female__u0028_gender_u0029_ ,Paris 
Aline_Caroline_de_Rothschild ,knowsLanguage ,French_language_generic_instance ,Paris 
Aline_Caroline_de_Rothschild ,nationality ,France ,Paris 
Andrew_Jackson_Smith__u0028_Medal_of_Honor_u0029_ ,award ,Medal_of_Honor_generic_instance ,United_States 
Andrew_Jackson_Smith__u0028_Medal_of_Honor_u0029_ ,birthDate ,1843-09-03T00:00:00.000Z ,United_States 
Andrew_James_Wray_Geddes ,award ,Commander_Of_The_Order_Of_The_British_Empire_Q12201477_generic_instance ,Belgaum 
Andrew_James_Wray_Geddes ,award ,Distinguished_Service_Order ,Belgaum 
Andrew_James_Wray_Geddes ,award ,Legionnaire_Of_Legion_Of_Merit_Q17231624_generic_instance ,Belgaum 
Andrew_James_Wray_Geddes ,birthDate ,1896-07-31T00:00:00.000Z ,Belgaum 
Andrew_James_Wray_Geddes ,gender ,Male_gender ,Belgaum 
Andrew_Leo_Bettwy ,alumniOf ,James_E_u002E__Rogers_College_of_Law ,Nogales_u002C__Arizona 
Andrew_Leo_Bettwy ,award ,Purple_Heart ,Nogales_u002C__Arizona 
Andrew_Leo_Bettwy ,birthDate ,1920-05-31T00:00:00.000Z ,Nogales_u002C__Arizona 
Andrew_Leo_Bettwy ,gender ,Male_gender ,Nogales_u002C__Arizona 
Andrew_Leo_Bettwy ,memberOf ,Republican_Party__u0028_United_States_u0029_ ,Nogales_u002C__Arizona 
Andrew_Leo_Bettwy ,nationality ,United_States ,Nogales_u002C__Arizona 
Andrzej_Kościelecki ,birthDate ,1455-01-01T00:00:00.000Z ,Kościelec_u002C__Kuyavian-Pomeranian_Voivodeship 
Andrzej_Kościelecki ,gender ,Male_gender ,Kościelec_u002C__Kuyavian-Pomeranian_Voivodeship 
Francis_Carnwath ,award ,Commander_Of_The_Order_Of_The_British_Empire_Q12201477_generic_instance ,London 
Francis_Carnwath ,birthDate ,1940-05-26T00:00:00.000Z ,London 
Francis_Carnwath ,gender ,Male_gender ,London 
Francis_Carnwath ,knowsLanguage ,English_language_generic_instance ,London 
Herro_Mustafa ,alumniOf ,Princeton_University ,Erbil 
Herro_Mustafa ,alumniOf ,Georgetown_University ,Erbil 
Herro_Mustafa ,alumniOf ,Walsh_School_of_Foreign_Service ,Erbil 
Herro_Mustafa ,alumniOf ,Princeton_School_of_Public_and_International_Affairs ,Erbil 
Herro_Mustafa ,alumniOf ,Minot_High_School ,Erbil 
